ORGID,ORGNAME,STATUSCODE,UPDATETIME
379760100JU070000,臺北市就業服務處政風室,T,2019-01-11 17:10:17
379760100JUGOAX08,臺北市就業服務處北投就業服務站,T,2019-01-11 17:10:18
379760100JUGOAV06,臺北市就業服務處頂好就業服務站,T,2019-01-11 17:10:18
379760100JUGOAT04,臺北市就業服務處西門就業服務站,T,2019-01-11 17:10:18
379760100JU060000,臺北市就業服務處人事室,T,2019-01-11 17:10:17
379760100J,臺北市就業服務處,T,2019-01-11 17:10:17
379760100JUGOAN02,臺北市就業服務處臺北青年職涯發展中心,T,2019-01-11 17:10:17
379760100JUGOAU05,臺北市就業服務處景美就業服務站,T,2019-01-11 17:10:18
379760100JUGOAW07,臺北市就業服務處內湖就業服務站,T,2019-01-11 17:10:18
379760100JU050000,臺北市就業服務處會計室,T,2019-01-11 17:10:17
379760100JUGOAM01,臺北市就業服務處台北人力銀行,T,2019-01-11 17:10:17
379760100JUGOAS03,臺北市就業服務處艋舺就業服務站,T,2019-01-11 17:10:17
379760100JUGOAF10,臺北市就業服務處個案管理資源站,T,2019-01-11 17:10:17
379760100JUGOAY09,臺北市就業服務處信義就業服務站,T,2019-01-11 17:10:18
379760200JU040000,臺北市勞動力重建運用處人事室,T,2019-01-11 17:10:18
379760200JU050000,臺北市勞動力重建運用處政風室,T,2019-01-11 17:10:18
379760200J,臺北市勞動力重建運用處,T,2019-01-11 17:10:18
379760200JU060000,臺北市勞動力重建運用處會計室,T,2019-01-11 17:10:18
379760300JU100000,臺北市勞動檢查處政風室,T,2019-01-11 17:10:18
379760300JU080000,臺北市勞動檢查處會計室,T,2019-01-11 17:10:18
379760300JU090000,臺北市勞動檢查處人事室,T,2019-01-11 17:10:18
379760300J,臺北市勞動檢查處,T,2019-01-11 17:10:18
379760400J,臺北市職能發展學院,T,2019-01-11 17:10:18
379760400JU060000,臺北市職能發展學院政風室,T,2019-01-11 17:10:18
379760400JU050000,臺北市職能發展學院會計室,T,2019-01-11 17:10:18
379760400JU040000,臺北市職能發展學院人事室,T,2019-01-11 17:10:18
379980102U,臺北市私立延平高級中學,T,2019-02-20 17:29:39
379980102UU100000,財團法人臺北市私立延平高級中學,T,2019-02-20 17:29:39
379980104U,臺北市私立強恕高級中學,T,2019-09-09 17:11:57
379980105U,臺北市私立金甌女子高級中學,T,2018-12-25 17:44:01
379980106U,臺北市私立泰北高級中學,T,2019-10-05 17:16:16
379980107U,臺北市私立靜修高級中學,T,2020-03-25 17:13:55
379980107UU000001,財團法人臺北市私立靜修高級中學,T,2020-04-07 17:05:24
379980108U,臺北市私立大同高級中學,T,2019-04-24 17:29:36
379980109U,臺北市私立中興高級中學,T,2019-04-24 17:12:38
379980110U,臺北市私立達人女子高級中學,T,2018-12-26 17:25:00
379980111U,臺北市私立文德女子高級中學,T,2018-12-24 17:08:31
379980112U,臺北市私立方濟高級中學,T,2018-12-24 17:08:31
379980113U,臺北市私立滬江高級中學,T,2018-12-24 17:08:31
379980114U,臺北市私立景文高級中學,T,2019-04-24 17:12:38
379980115U,臺北市私立大誠高級中學,T,2019-08-30 17:15:13
379980116U,臺北市私立再興高級中學,T,2019-04-24 17:12:38
379980117U,臺北市私立東山高級中學,T,2019-01-03 17:42:28
379980117UU381301,東山學校財團法人,T,2019-10-08 16:53:22
379980118U,華興學校財團法人臺北市私立華興高級中等學校,T,2018-12-13 18:19:03
379980118UU000001,華興學校財團法人臺北市私立華興高級中等學校小學部,T,2018-12-13 18:19:03
379980119U,臺北市私立衛理女子高級中學,T,2019-03-22 17:05:00
379980120U,臺北市私立薇閣高級中學,T,2019-04-24 17:12:38
379980121U,幼華學校財團法人臺北市幼華高級中等學校,T,2019-09-26 17:41:18
379980122U,臺北市私立立人高級中學,T,2019-04-24 17:12:38
379980123U,臺北市私立復興實驗高級中學,T,2019-04-24 17:12:38
379981001Q,臺北市文山社區大學,T,2019-11-29 17:04:36
379981002Q,臺北市士林社區大學,T,2019-09-26 17:13:45
379981003Q,臺北市萬華社區大學,T,2019-09-09 17:15:11
379981004Q,臺北市南港社區大學,T,2019-10-17 17:18:13
379981005Q,臺北市大同社區大學,T,2019-10-24 17:01:21
379981006Q,臺北市信義社區大學,T,2019-10-08 17:00:56
379981007Q,臺北市北投社區大學,T,2019-10-31 17:02:02
379981008Q,臺北市內湖社區大學,T,2019-07-31 17:15:43
379981009Q,臺北市松山社區大學,T,2019-10-03 17:02:20
379981010Q,臺北市中山社區大學,T,2019-12-31 17:15:31
379981011Q,臺北市中正社區大學,T,2019-09-24 17:09:30
379981012Q,臺北市大安社區大學,T,2019-11-06 17:00:30
379984001V,韻鏗學校財團法人臺北市協和祐德高級中等學校,T,2019-04-24 17:12:40
379984002V,臺北市私立喬治高級工商職業學校,T,2019-07-31 17:02:45
379984003V,臺北市私立惇敘高級工商職業學校,T,2018-12-24 17:08:31
379984004V,臺北市私立東方高級工商職業學校,T,2019-06-14 17:16:38
379984005V,開南學校財團法人臺北市開南高級中等學校,T,2020-06-09 17:09:37
379984006V,臺北市私立稻江高級商業職業學校,T,2019-04-24 17:12:40
379984007V,臺北市私立稻江高級護理家事職業學校,T,2019-04-24 17:12:40
379984008V,臺北市私立育達高級商業家事職業學校,T,2019-04-24 17:12:40
379984011V,臺北市私立華岡藝術學校,T,2019-04-24 17:12:40
379984012V,臺北市私立志仁高級中學職業進修學校,T,2019-08-16 17:00:40
379984013V,臺北市私立南華高級中學職業進修學校,T,2019-09-05 17:01:12
379984014V,臺北市私立開平餐飲職業學校,T,2019-04-24 17:12:40
379986003X,奎山學校財團法人臺北市奎山實驗高級中等學校,T,2019-04-24 17:12:41
379988001Y,臺北市私立新民國民小學,T,2019-01-31 17:06:31
379988002Y,臺北市私立中山國民小學,T,2018-12-24 17:08:32
379988003Y,臺北市私立光仁國民小學,T,2018-12-24 17:08:31
379988005Y,臺北市私立再興國民小學,T,2019-04-24 17:12:41
379988006TTEST001,臺北市私立立人國際國民中小學(測試),T,2019-03-29 15:27:14
379988006Y,臺北市私立立人國際國民中小學,T,2019-04-24 17:12:41
379988007YU000002,靜心學校財團法人臺北市私立靜心高級中等學校附設國小部,T,2019-05-27 17:03:47
379988007YU000003,靜心學校財團法人臺北市私立靜心高級中等學校附設國中部,T,2019-05-27 17:04:38
379988007YU000001,靜心學校財團法人臺北市私立靜心高級中等學校附設幼兒園,T,2019-05-27 17:03:11
379988007Y,靜心學校財團法人臺北市私立靜心高級中等學校,T,2019-05-27 17:02:00
379988009Y,臺北市私立薇閣國民小學,T,2019-04-24 17:12:41
380000000AU000028,桃園航空城推動委員會,T,2018-10-18 17:27:16
380000000A,桃園市政府,T,2018-10-18 17:27:16
380010000AU600000,桃園市政府秘書處發文中心,T,2018-10-18 17:27:17
380010000A,桃園市政府秘書處,T,2019-07-18 16:59:46
380010000AU000007,桃園市政府秘書處人事室,T,2018-10-18 17:27:16
380020000A,桃園市政府民政局,T,2018-10-18 17:27:17
380020000AU200000,桃園市政府民政局會計室,T,2018-10-18 17:27:17
380020000AU100000,桃園市政府民政局人事室,T,2018-10-18 17:27:17
380020100A,桃園市政府孔廟忠烈祠聯合管理所,T,2019-02-13 17:31:10
380020200A,桃園市政府殯葬管理所,T,2019-02-13 17:31:10
380022000A,桃園市桃園區戶政事務所,T,2019-01-23 17:37:53
380022100A,桃園市中壢區戶政事務所,T,2019-01-23 17:37:53
380022200A,桃園市平鎮區戶政事務所,T,2019-02-23 14:21:44
380022300A,桃園市八德區戶政事務所,T,2019-01-23 17:37:53
380022400A,桃園市楊梅區戶政事務所,T,2019-01-23 17:37:53
380022500A,桃園市蘆竹區戶政事務所,T,2019-01-23 17:37:54
380022600A,桃園市大溪區戶政事務所,T,2019-01-23 17:37:54
380022700A,桃園市大園區戶政事務所,T,2019-01-23 17:37:54
380022800A,桃園市龜山區戶政事務所,T,2019-01-23 17:37:54
380022900A,桃園市龍潭區戶政事務所,T,2019-01-23 17:37:54
380023000A,桃園市新屋區戶政事務所,T,2019-01-23 17:37:54
380023100A,桃園市觀音區戶政事務所,T,2019-01-23 17:37:54
380023200A,桃園市復興區戶政事務所,T,2019-01-23 17:37:55
380030000DU000001,桃園市政府財產局人事室,T,2018-10-18 17:27:17
380030000D,桃園市政府財政局,T,2018-10-18 17:27:17
380030000DU070000,桃園市政府財政局人事室,T,2018-10-18 17:27:17
380040000EU735101,桃園市政府教育局會計室,T,2018-10-18 17:27:17
380040000EU735100,桃園市政府教育局人事室,T,2018-10-18 17:27:17
380040000E,桃園市政府教育局,T,2018-10-18 17:27:17
380040200E,桃園市政府家庭教育中心,T,2019-02-13 17:31:10
380049600U,桃園市立原住民實驗高中籌備處,T,2018-12-12 17:22:36
380050100U,桃園市立新屋高級中等學校,T,2018-11-29 18:44:46
380050200UU110000,109學年度桃連區高級中等學校免試入學委員會,T,2019-09-24 16:41:59
380050200UU550000,桃園市立龍潭高級中等學校人事室,T,2018-11-29 18:44:46
380050200U,桃園市立龍潭高級中等學校,T,2018-11-29 18:44:46
380050200UU800000,桃園市立龍潭高級中等學校進修部,T,2018-11-29 18:44:47
380050200UU650000,桃園市立龍潭高級中等學校會計室,T,2018-11-29 18:44:47
380050300UU650000,桃園市立桃園高級中等學校會計室,T,2018-11-29 18:44:46
380050300UU006711,臺灣北區109學年度高級中等學校舞蹈班甄選入學聯合術科測驗委員會,T,2019-11-15 17:34:02
380050300UU006712,臺灣北區109學年度高級中等學校舞蹈班甄選入學聯合分發委員會,T,2019-11-15 17:34:53
380050300U,桃園市立桃園高級中等學校,T,2018-11-29 18:44:46
380050300UU550000,桃園市立桃園高級中等學校人事室,T,2018-11-29 18:44:46
380050400UU650000,桃園市立武陵高級中等學校會計室,T,2018-11-29 18:44:48
380050400U,桃園市立武陵高級中等學校,T,2018-11-29 18:44:48
380050400UU550000,桃園市立武陵高級中等學校人事室,T,2018-11-29 18:44:48
380050500UU000001,桃園市楊梅區教育會,T,2018-11-29 18:44:47
380050500U,桃園市立楊梅高級中等學校,T,2018-11-29 18:44:47
380050600UU750000,108學年度桃連區高級中等學校免試入學委員會,T,2018-11-29 18:44:47
380050600U,桃園市立陽明高級中等學校,T,2018-11-29 18:44:47
380050600UU650000,桃園市立陽明高級中等學校會計室,T,2018-11-29 18:44:47
380050600UU550000,桃園市立陽明高級中等學校人事室,T,2018-11-29 18:44:47
380050700U,桃園市立內壢高級中等學校,T,2018-11-29 18:44:47
380050700UU650000,桃園市立內壢高級中等學校會計室,T,2018-11-29 18:44:47
380050700UU550000,桃園市立內壢高級中等學校人事室,T,2018-11-29 18:44:47
380050700UU380050,桃園區109學年度高級中等學校美術班甄選入學聯合術科測驗委員會,T,2019-11-21 17:32:38
380050800U,桃園市立南崁高級中等學校,T,2018-11-29 18:44:48
380050900U,桃園市立大溪高級中等學校,T,2018-11-29 18:44:47
380051000UU108011,桃園考區108年國中教育會考試務會,T,2019-05-08 16:31:31
380051000U,桃園市立壽山高級中等學校,T,2018-11-29 18:44:47
380051100U,桃園市立平鎮高級中等學校,T,2018-11-29 18:44:47
380051200U,桃園市立觀音高級中等學校,T,2018-11-29 18:44:48
380051300U,桃園市立永豐高級中等學校,T,2018-11-29 18:44:47
380051400UU000001,桃園市國際教育事務中心,T,2019-06-10 17:00:53
380051400UU000002,桃園市市立大園國際高級中學教師會,T,2019-06-21 17:26:08
380051400U,桃園市立大園國際高級中等學校,T,2018-11-29 18:44:48
380053100VU550000,桃園市立中壢商業高級中等學校人事室,T,2018-11-29 18:44:47
380053100VU800000,桃園市立中壢商業高級中等學校進修部,T,2018-11-29 18:44:47
380053100V,桃園市立中壢商業高級中等學校,T,2018-11-29 18:44:47
380053100VU650000,桃園市立中壢商業高級中等學校會計室,T,2018-11-29 18:44:47
380053200VU800000,桃園市立中壢家事商業高級中等學校進修部,T,2018-11-29 18:44:46
380053200VU550000,桃園市立中壢家事商業高級中等學校人事室,T,2018-11-29 18:44:46
380053200V,桃園市立中壢家事商業高級中等學校,T,2018-11-29 18:44:46
380053200VU650000,桃園市立中壢家事商業高級中等學校會計室,T,2018-11-29 18:44:46
380054100W,桃園市立桃園特殊教育學校,T,2018-11-29 18:44:48
380054100WU550000,桃園市立桃園特殊教育學校人事室,T,2018-11-29 18:44:48
380054100WU650000,桃園市立桃園特殊教育學校會計室,T,2018-11-29 18:44:48
380055100XU111111,桃園市立文昌國民中學人事室,T,2018-12-12 17:22:27
380055100XU888888,桃園市立文昌國民中學會計室,T,2018-12-12 17:22:28
380055100X,桃園市立文昌國民中學,T,2018-12-12 17:22:27
380055200XU710000,桃園市立青溪國民中學人事室,T,2018-12-12 17:22:28
380055200X,桃園市立青溪國民中學,T,2018-12-12 17:22:28
380055200XU810000,桃園市立青溪國民中學會計室,T,2018-12-12 17:22:28
380055300XU500000,桃園市立桃園國民中學人事室,T,2018-12-12 17:22:28
380055300XU810000,桃園市立桃園國民中學會計室,T,2018-12-12 17:22:28
380055300X,桃園市立桃園國民中學,T,2018-12-12 17:22:28
380055400XUB01041,桃園市立建國國民中學人事室,T,2018-12-12 17:22:28
380055400XUA20104,桃園市立建國國民中學會計室,T,2018-12-12 17:22:28
380055400X,桃園市立建國國民中學,T,2018-12-12 17:22:28
380055500XU000001,桃園市立中興國民中學人事室,T,2018-12-12 17:22:28
380055500XU000003,桃園市中興國民中學校友會,T,2018-12-12 17:22:29
380055500XU000002,桃園市立中興國民中學會計室,T,2018-12-12 17:22:28
380055500X,桃園市立中興國民中學,T,2018-12-12 17:22:28
380055600XUL33333,桃園市立慈文國民中學會計室,T,2018-12-12 17:22:29
380055600X,桃園市立慈文國民中學,T,2018-12-12 17:22:29
380055600XU710711,桃園市立慈文國民中學人事室,T,2018-12-12 17:22:29
380055700X,桃園市立福豐國民中學,T,2018-12-12 17:22:29
380055700XU710711,桃園市立福豐國民中學人事室,T,2018-12-12 17:22:29
380055700XU810000,桃園市立福豐國民中學會計室,T,2018-12-12 17:22:29
380055800XU810811,桃園市立同德國民中學會計室,T,2018-12-12 17:22:29
380055800X,桃園市立同德國民中學,T,2018-12-12 17:22:29
380055900XU000001,桃園市立大有國民中學人事室,T,2018-12-12 17:22:29
380055900XU000002,桃園市立大有國民中學會計室,T,2018-12-12 17:22:29
380055900X,桃園市立大有國民中學,T,2018-12-12 17:22:29
380056000XU000002,桃園市立會稽國民中學會計室,T,2018-12-12 17:22:30
380056000X,桃園市立會稽國民中學,T,2018-12-12 17:22:29
380056000XU000001,桃園市立會稽國民中學人事室,T,2018-12-12 17:22:30
380056100X,桃園市立經國國民中學,T,2018-12-12 17:22:30
380056100XU810810,桃園市立經國國民中學會計室,T,2018-12-12 17:22:30
380056100XU710710,桃園市立經國國民中學人事室,T,2018-12-12 17:22:30
380056200X,桃園市立內壢國民中學,T,2018-12-12 17:22:30
380056200XU710000,桃園市立內壢國民中學人事室,T,2018-12-12 17:22:30
380056200XU810000,桃園市立內壢國民中學會計室,T,2018-12-12 17:22:30
380056300X,桃園市立大崙國民中學,T,2018-12-12 17:22:30
380056300XU000710,桃園市立大崙國民中學人事室,T,2018-12-12 17:22:30
380056300XU000810,桃園市立大崙國民中學會計室,T,2018-12-12 17:22:30
380056400XU000071,桃園市立新明國民中學人事室,T,2018-12-12 17:22:30
380056400X,桃園市立新明國民中學,T,2018-12-12 17:22:30
380056500XU000810,桃園市立龍岡國民中學會計室,T,2018-12-12 17:22:30
380056500X,桃園市立龍岡國民中學,T,2018-12-12 17:22:30
380056500XU000710,桃園市立龍岡國民中學人事室,T,2018-12-12 17:22:30
380056600XU970910,桃園市立興南國民中學人事室,T,2018-12-12 17:22:31
380056600X,桃園市立興南國民中學,T,2018-12-12 17:22:31
380056700XU600000,桃園市立自強國民中學人事室,T,2018-12-12 17:22:31
380056700X,桃園市立自強國民中學,T,2019-03-29 17:28:30
380056700XU123456,桃園市立自強國民中學會計室,T,2018-12-12 17:22:31
380056800X,桃園市立東興國民中學,T,2018-12-12 17:22:31
380056800XU111111,桃園市立東興國民中學人事室,T,2018-12-12 17:22:31
380056800XU810000,桃園市立東興國民中學會計室,T,2018-12-12 17:22:31
380056900X,桃園市立龍興國民中學,T,2019-03-11 16:08:48
380056900XU964601,桃園市立龍興國民中學人事室,T,2019-03-11 16:09:02
380056900XU964607,桃園市立龍興國民中學會計室,T,2019-03-11 16:09:02
380057000XU103001,桃園市立過嶺國民中學會計室,T,2018-12-12 17:22:31
380057000X,桃園市立過嶺國民中學,T,2018-12-12 17:22:31
380057000XU102001,桃園市立過嶺國民中學人事室,T,2018-12-12 17:22:31
380057100X,桃園市立中壢國民中學,T,2018-12-12 17:22:31
380057100XU000001,桃園市立中壢國民中學人事室,T,2018-12-12 17:22:31
380057100XU000002,桃園市立中壢國民中學會計室,T,2018-12-12 17:22:31
380057200X,桃園市立平鎮國民中學,T,2018-12-12 17:22:31
380057200XU000005,桃園市立平鎮國民中學人事室,T,2018-12-12 17:22:31
380057200XU376439,桃園市立平鎮國民中學會計室,T,2018-12-12 17:22:31
380057300XU000001,桃園市立平南國民中學會計室,T,2018-12-12 17:22:31
380057300XU439635,桃園市立平南國民中學人事室,T,2018-12-12 17:22:31
380057300X,桃園市立平南國民中學,T,2018-12-12 17:22:31
380057400XU103001,桃園市立平興國民中學會計室,T,2018-12-12 17:22:32
380057400X,桃園市立平興國民中學,T,2018-12-12 17:22:31
380057400XU102001,桃園市立平興國民中學人事室,T,2018-12-12 17:22:32
380057500XU20305X,桃園市立東安國民中學會計室,T,2018-12-12 17:22:32
380057500XU000071,桃園市立東安國民中學人事室,T,2018-12-12 17:22:32
380057500X,桃園市立東安國民中學,T,2018-12-12 17:22:32
380057600X,桃園市立八德國民中學,T,2018-12-12 17:22:32
380057600XU555555,桃園市立八德國民中學人事室,T,2018-12-12 17:22:32
380057600XU000810,桃園市立八德國民中學會計室,T,2018-12-12 17:22:32
380057700X,桃園市立大成國民中學,T,2018-12-12 17:22:32
380057700XU000002,桃園市立大成國民中學人事室,T,2018-12-12 17:22:32
380057700XU000001,桃園市立大成國民中學會計室,T,2018-12-12 17:22:32
380057800X,桃園市立楊梅國民中學,T,2018-12-12 17:22:32
380057800XU100000,桃園市立楊梅國民中學人事室,T,2018-12-12 17:22:32
380057900X,桃園市立仁美國民中學,T,2018-12-12 17:22:32
380057900XU000810,桃園市立仁美國民中學會計室,T,2018-12-12 17:22:32
380057900XU111111,桃園市立仁美國民中學人事室,T,2018-12-12 17:22:32
380058000XU500000,桃園市立富岡國民中學人事室,T,2018-12-12 17:22:32
380058000XU600000,桃園市立富岡國民中學會計室,T,2018-12-12 17:22:33
380058000X,桃園市立富岡國民中學,T,2018-12-12 17:22:32
380058100XU000006,桃園市立瑞原國民中學人事室,T,2018-12-12 17:22:33
380058100X,桃園市立瑞原國民中學,T,2018-12-12 17:22:33
380058100XU000001,桃園市立瑞原國民中學會計室,T,2018-12-12 17:22:33
380058200X,桃園市立楊明國民中學,T,2018-12-12 17:22:33
380058200XU000005,桃園市立楊明國民中學人事室,T,2018-12-12 17:22:33
380058300X,桃園市立瑞坪國民中學,T,2018-12-12 17:22:33
380058300XU020000,桃園市立瑞坪國民中學會計室,T,2018-12-12 17:22:33
380058300XU010000,桃園市立瑞坪國民中學人事室,T,2018-12-12 17:22:33
380058400XU000001,桃園市立楊光國民中小學人事室,T,2018-12-12 17:22:33
380058400XU650000,桃園市立楊光國民中小學會計室,T,2018-12-12 17:22:33
380058400X,桃園市立楊光國民中小學,T,2018-12-12 17:22:33
380058500XU120000,桃園市立大竹國民中學會計室,T,2018-12-12 17:22:33
380058500X,桃園市立大竹國民中學,T,2018-12-12 17:22:33
380058500XU334488,桃園市立大竹國民中學人事室,T,2018-12-12 17:22:33
380058600X,桃園市立山腳國民中學,T,2018-12-12 17:22:33
380058600XU000002,桃園市立山腳國民中學會計室,T,2018-12-12 17:22:33
380058600XU000001,桃園市立山腳國民中學人事室,T,2018-12-12 17:22:33
380058700X,桃園市立光明國民中學,T,2018-12-12 17:22:33
380058700XU000000,桃園市立光明國民中學會計室,T,2018-12-12 17:22:33
380058700XU001180,桃園市立光明國民中學人事室,T,2018-12-12 17:22:33
380058800X,桃園市立南崁國民中學,T,2018-12-12 17:22:33
380058800XU710711,桃園市立南崁國民中學人事室,T,2018-12-12 17:22:33
380058800XU810000,桃園市立南崁國民中學會計室,T,2018-12-12 17:22:33
380058900X,桃園市立大溪國民中學,T,2018-12-12 17:22:34
380058900XU000001,桃園市立大溪國民中學人事室,T,2018-12-12 17:22:34
380058900XU000002,桃園市立大溪國民中學會計室,T,2018-12-12 17:22:34
380059000X,桃園市立仁和國民中學,T,2018-12-12 17:22:34
380059000XU000001,桃園市立仁和國民中學人事室,T,2018-12-12 17:22:34
380059100X,桃園市立大園國民中學,T,2018-12-12 17:22:34
380059100XU000002,桃園市立大園國民中學會計室,T,2018-12-12 17:22:34
380059100XU000001,桃園市立大園國民中學人事室,T,2018-12-12 17:22:34
380059200X,桃園市立竹圍國民中學,T,2019-02-25 16:43:59
380059200XU111111,桃園市立竹圍國民中學人事室,T,2019-02-25 16:43:59
380059300X,桃園市立青埔國民中學,T,2018-12-12 17:22:34
380059400XU810000,桃園市立大崗國民中學會計室,T,2018-12-12 17:22:34
380059400X,桃園市立大崗國民中學,T,2018-12-12 17:22:34
380059400XU710000,桃園市立大崗國民中學人事室,T,2018-12-12 17:22:34
380059500X,桃園市立迴龍國民中小學,T,2018-12-12 17:22:34
380059500XU846648,桃園市立迴龍國民中小學會計室,T,2018-12-12 17:22:34
380059500XU000001,桃園市立迴龍國民中小學人事室,T,2018-12-12 17:22:34
380059600X,桃園市立龜山國民中學,T,2018-12-12 17:22:35
380059600XU005002,桃園市立龜山國民中學人事室,T,2018-12-12 17:22:35
380059600XU123456,桃園市立龜山國民中學會計室,T,2018-12-12 17:22:35
380059700XU000710,桃園市立幸福國民中學人事室,T,2018-12-12 17:22:35
380059700X,桃園市立幸福國民中學,T,2018-12-12 17:22:35
380059800XU000002,桃園市立凌雲國民中學會計室,T,2018-12-12 17:22:35
380059800X,桃園市立凌雲國民中學,T,2018-12-12 17:22:35
380059800XU000001,桃園市立凌雲國民中學人事室,T,2018-12-12 17:22:35
380059900XU000060,桃園市立龍潭國民中學會計室,T,2018-12-12 17:22:35
380059900XU000050,桃園市立龍潭國民中學人事室,T,2018-12-12 17:22:35
380059900X,桃園市立龍潭國民中學,T,2018-12-12 17:22:35
380060000XU710000,桃園市立石門國民中學人事室,T,2018-12-12 17:22:35
380060000X,桃園市立石門國民中學,T,2018-12-12 17:22:35
380060000XU601000,桃園市立石門國民中學會計室,T,2018-12-12 17:22:35
380060100XUWH7100,桃園市立武漢國民中學人事室,T,2018-12-12 17:22:35
380060100X,桃園市立武漢國民中學,T,2018-12-12 17:22:35
380060300XU060000,桃園市立永安國民中學人事室,T,2018-12-12 17:22:35
380060300XU050000,桃園市立永安國民中學會計室,T,2018-12-12 17:22:35
380060300X,桃園市立永安國民中學,T,2018-12-12 17:22:35
380060400XU222222,桃園市立大坡國民中學會計室,T,2018-12-12 17:22:35
380060400X,桃園市立大坡國民中學,T,2018-12-12 17:22:35
380060400XU111111,桃園市立大坡國民中學人事室,T,2018-12-12 17:22:35
380060500X,桃園市立觀音國民中學,T,2018-12-12 17:22:36
380060500XU123456,桃園市立觀音國民中學會計室,T,2018-12-12 17:22:36
380060600X,桃園市立草漯國民中學,T,2018-12-12 17:22:36
380060600XU222222,桃園市立草漯國民中學會計室,T,2018-12-12 17:22:36
380060600XU111111,桃園市立草漯國民中學人事室,T,2018-12-12 17:22:36
380060700X,桃園市立介壽國民中學,T,2018-12-12 17:22:36
380060700XU000002,桃園市立介壽國民中學會計室,T,2018-12-12 17:22:36
380060800X,桃園市立文青國民中小學籌備處,T,2018-12-12 17:22:36
380070100YU111111,桃園市桃園區桃園國民小學人事室,T,2018-12-06 18:22:31
380070100Y,桃園市桃園區桃園國民小學,T,2018-12-06 18:22:31
380070200YU000002,桃園市桃園區南門國民小學會計室,T,2018-12-06 18:22:32
380070200Y,桃園市桃園區南門國民小學,T,2018-12-06 18:22:32
380070200YU000001,桃園市桃園區南門國民小學人事室,T,2018-12-06 18:22:32
380070300Y,桃園市桃園區東門國民小學,T,2018-12-06 18:22:31
380070300YU111111,桃園市桃園區東門國民小學人事室,T,2018-12-06 18:22:31
380070400Y,桃園市桃園區中埔國民小學,T,2018-12-06 18:22:29
380070400YU710000,桃園市桃園區中埔國民小學人事室,T,2018-12-06 18:22:29
380070400YU810000,桃園市桃園區中埔國民小學會計室,T,2018-12-06 18:22:29
380070500Y,桃園市桃園區成功國民小學,T,2018-12-06 18:22:29
380070500YU810000,桃園市桃園區成功國民小學會計室,T,2018-12-06 18:22:30
380070500YU710000,桃園市桃園區成功國民小學人事室,T,2018-12-06 18:22:29
380070600Y,桃園市桃園區會稽國民小學,T,2018-12-06 18:22:31
380070600YU810000,桃園市桃園區會稽國民小學會計室,T,2018-12-06 18:22:31
380070600YU710000,桃園市桃園區會稽國民小學人事室,T,2018-12-06 18:22:31
380070700Y,桃園市桃園區建國國民小學,T,2018-12-06 18:22:32
380070700YU000006,桃園市桃園區建國國民小學人事室,T,2018-12-06 18:22:32
380070800Y,桃園市桃園區中山國民小學,T,2018-12-06 18:22:32
380070800YU000071,桃園市桃園區中山國民小學人事室,T,2018-12-06 18:22:32
380070900Y,桃園市桃園區西門國民小學,T,2018-12-06 18:22:30
380070900YU000081,桃園市桃園區西門國民小學會計室,T,2018-12-06 18:22:30
380070900YU000071,桃園市桃園區西門國民小學人事室,T,2018-12-06 18:22:30
380071000Y,桃園市桃園區龍山國民小學,T,2018-12-06 18:22:31
380071000YU000001,桃園市桃園區龍山國民小學人事室,T,2018-12-06 18:22:31
380071100Y,桃園市桃園區文山國民小學,T,2018-12-06 18:22:31
380071100YU301081,桃園市桃園區文山國民小學會計室,T,2018-12-06 18:22:31
380071100YU710710,桃園市桃園區文山國民小學人事室,T,2018-12-06 18:22:31
380071200Y,桃園市桃園區北門國民小學,T,2018-12-06 18:22:30
380071200YU000007,桃園市桃園區北門國民小學會計室,T,2018-12-06 18:22:30
380071200YU000006,桃園市桃園區北門國民小學人事室,T,2018-12-06 18:22:30
380071300Y,桃園市桃園區同安國民小學,T,2018-12-06 18:22:31
380071300YU710000,桃園市桃園區同安國民小學人事室,T,2018-12-06 18:22:31
380071400Y,桃園市桃園區青溪國民小學,T,2018-12-06 18:22:31
380071400YU000001,桃園市桃園區青溪國民小學人事室,T,2018-12-06 18:22:31
380071400YU000002,桃園市桃園區青溪國民小學會計室,T,2018-12-06 18:22:31
380071500Y,桃園市桃園區建德國民小學,T,2018-12-06 18:22:32
380071500YU111111,桃園市桃園區建德國民小學人事室,T,2018-12-06 18:22:32
380071500YU986122,桃園市桃園區建德國民小學會計室,T,2018-12-06 18:22:32
380071600Y,桃園市桃園區大有國民小學,T,2018-12-06 18:22:30
380071600YU000050,桃園市桃園區大有國民小學人事室,T,2018-12-06 18:22:30
380071600YU000060,桃園市桃園區大有國民小學會計室,T,2018-12-06 18:22:30
380071700Y,桃園市桃園區慈文國民小學,T,2018-12-06 18:22:30
380071700YU000051,桃園市桃園區慈文國民小學人事室,T,2018-12-06 18:22:30
380071700YU000061,桃園市桃園區慈文國民小學會計室,T,2018-12-06 18:22:30
380071800Y,桃園市桃園區大業國民小學,T,2018-12-06 18:22:29
380071800YU000002,桃園市桃園區大業國民小學會計室,T,2018-12-06 18:22:29
380071800YU000001,桃園市桃園區大業國民小學人事室,T,2018-12-06 18:22:29
380071900Y,桃園市桃園區同德國民小學,T,2018-12-06 18:22:29
380071900YU111111,桃園市桃園區同德國民小學人事室,T,2018-12-06 18:22:29
380072000Y,桃園市桃園區莊敬國民小學,T,2018-12-06 18:22:30
